Week,Unnamed: 2,Unnamed: 3,Impressions,Clicks,Opens,Leads,Segment,Season,CountryISO,CountryName,Region,SubRegion,Publication,AdType,Treatment,BuyingBasis,Cost,Year,Month,Num_Week
2017-05-29,,,4364.0,13,0,0,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,Programmatic Buying,Programmatic,Programmatic,Impressions,18.194215104178802,2017,5,22
2017-06-05,,,4457.0,12,0,0,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,Programmatic Buying,Programmatic,Programmatic,Impressions,18.58194700259508,2017,6,23
2017-06-12,,,7128.0,11,0,0,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,Programmatic Buying,Programmatic,Programmatic,Impressions,29.71777389151845,2017,6,24
2017-06-19,,,9715.0,15,0,0,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,Programmatic Buying,Programmatic,Programmatic,Impressions,40.50339132380776,2017,6,25
2017-06-26,,,34485.0,46,0,0,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,Programmatic Buying,Programmatic,Programmatic,Impressions,143.77348942887397,2017,6,26
2017-07-03,,,722240.0,69,0,0,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,Programmatic Buying,Programmatic,Programmatic,Impressions,3011.134261421196,2017,7,27
2017-07-10,,,38315.0,42,0,0,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,Programmatic Buying,Programmatic,Programmatic,Impressions,159.74137298730773,2017,7,28
2017-07-17,,,12082.0,9,0,0,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,Programmatic Buying,Programmatic,Programmatic,Impressions,50.371793512531696,2017,7,29
2017-07-24,,,11593.0,4,0,0,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,Programmatic Buying,Programmatic,Programmatic,Impressions,48.333074175697725,2017,7,30
2017-07-31,,,1650.0,0,0,0,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,Programmatic Buying,Programmatic,Programmatic,Impressions,6.879114326740382,2017,7,31
2017-04-24,,,1356.0,5,0,0,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,Programmatic Buying,Programmatic,Programmatic,Impressions,5.653381228521186,2017,4,17
2017-05-01,,,5573.0,5,0,0,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,Programmatic Buying,Programmatic,Programmatic,Impressions,23.234729783590392,2017,5,18
2017-05-08,,,4240.0,6,0,0,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,Programmatic Buying,Programmatic,Programmatic,Impressions,17.67723923962377,2017,5,19
2017-05-15,,,4226.0,7,0,0,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,Programmatic Buying,Programmatic,Programmatic,Impressions,17.618870996851427,2017,5,20
2017-05-22,,,4119.0,5,0,0,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,Programmatic Buying,Programmatic,Programmatic,Impressions,17.172770855662808,2017,5,21
2017-05-29,,,4151.0,8,0,0,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,Programmatic Buying,Programmatic,Programmatic,Impressions,17.30618398199959,2017,5,22
2017-06-05,,,4307.0,11,0,0,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,Programmatic Buying,Programmatic,Programmatic,Impressions,17.956572972891408,2017,6,23
2017-06-12,,,7036.0,13,0,0,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,Programmatic Buying,Programmatic,Programmatic,Impressions,29.3342111533002,2017,6,24
2017-06-19,,,9779.0,9,0,0,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,Programmatic Buying,Programmatic,Programmatic,Impressions,40.77021757648133,2017,6,25
2017-06-26,,,34392.0,32,0,0,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,Programmatic Buying,Programmatic,Programmatic,Impressions,143.3857575304577,2017,6,26
2017-07-03,,,72209.0,73,0,0,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,Programmatic Buying,Programmatic,Programmatic,Impressions,301.05088873914923,2017,7,27
2017-07-10,,,38589.0,34,0,0,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,Programmatic Buying,Programmatic,Programmatic,Impressions,160.88372288156643,2017,7,28
2017-07-17,,,12001.0,8,0,0,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,Programmatic Buying,Programmatic,Programmatic,Impressions,50.03409153649171,2017,7,29
2017-07-24,,,11545.0,4,0,0,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,Programmatic Buying,Programmatic,Programmatic,Impressions,48.13295448619255,2017,7,30
2017-07-31,,,1674.0,0,0,0,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,Programmatic Buying,Programmatic,Programmatic,Impressions,6.97917417149297,2017,7,31
2017-04-24,,,0.0,0,0,1,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,TechTarget,Content syndication,Content syndication,Leads,74.73218981918335,2017,4,17
2017-05-08,,,0.0,0,0,1,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,TechTarget,Content syndication,Content syndication,Leads,74.73218981918335,2017,5,19
2017-05-15,,,0.0,0,0,7,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,TechTarget,Content syndication,Content syndication,Leads,523.1253287342835,2017,5,20
2017-05-22,,,0.0,0,0,1,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,TechTarget,Content syndication,Content syndication,Leads,74.73218981918335,2017,5,21
2017-05-29,,,0.0,0,0,3,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,TechTarget,Content syndication,Content syndication,Leads,224.19656945755003,2017,5,22
2017-06-05,,,0.0,0,0,7,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,TechTarget,Content syndication,Content syndication,Leads,523.1253287342835,2017,6,23
2017-07-14,,,0.0,0,0,4,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,TechTarget,Content syndication,Content syndication,Leads,298.9287592767334,2017,7,28
2017-07-31,,,0.0,0,0,10,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,TechTarget,Content syndication,Content syndication,Leads,747.3218981918335,2017,7,31
2017-08-07,,,0.0,0,0,19,Datacenter,Infrastructure with Intelligence,NL,Netherlands,Northern Europe,BeNeLux,TechTarget,Content syndication,Content syndication,Leads,1419.9116065644837,2017,8,32
2017-05-08,,,0.0,0,0,16,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,b2b Media,Content syndication,Content syndication,Leads,1500.8976,2017,5,19
2017-05-15,,,0.0,0,0,5,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,b2b Media,Content syndication,Content syndication,Leads,469.0305,2017,5,20
2017-05-22,,,0.0,0,0,6,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,b2b Media,Content syndication,Content syndication,Leads,562.8366,2017,5,21
2017-05-29,,,0.0,0,0,14,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,b2b Media,Content syndication,Content syndication,Leads,1313.2854,2017,5,22
2017-04-24,,,44516.0,502,3639,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Datacenter Solutions,Email,Bespoke,Instance,1563.435,2017,4,17
2017-05-08,,,950.0,140,949,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Datacenter Solutions,Email,Bespoke,Instance,1563.435,2017,5,19
2017-06-19,,,950.0,109,940,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Datacenter Solutions,Email,Bespoke,Instance,1563.435,2017,6,25
2017-05-29,,,0.0,0,8,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Datacenter Solutions,Email,Newsletter text,Instance,781.7175,2017,5,22
2017-06-12,,,0.0,0,6,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Datacenter Solutions,Email,Newsletter text,Instance,781.7175,2017,6,24
2017-06-05,,,4095.0,11,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Datacenter Solutions,Display,Banner,Month,119.86335217438638,2017,6,23
2017-06-12,,,288.0,0,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Datacenter Solutions,Display,Banner,Month,119.86335217438638,2017,6,24
2017-06-19,,,86.0,0,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Datacenter Solutions,Display,Banner,Month,119.86335217438638,2017,6,25
2017-06-26,,,60.0,1,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Datacenter Solutions,Display,Banner,Month,119.86335217438638,2017,6,26
2017-07-03,,,82.0,0,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Datacenter Solutions,Display,Banner,Month,119.86335217438638,2017,7,27
2017-07-17,,,58.0,0,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Datacenter Solutions,Display,Banner,Month,119.86335217438638,2017,7,29
2017-07-24,,,14.0,0,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Datacenter Solutions,Display,Banner,Month,119.86335217438638,2017,7,30
2017-07-31,,,5.0,0,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Datacenter Solutions,Display,Banner,Month,119.86335217438638,2017,7,31
2017-04-24,,,4239.0,12,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,17.673070079425745,2017,4,17
2017-05-01,,,5742.0,9,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,23.93931785705653,2017,5,18
2017-05-08,,,4849.0,10,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,20.216257800220674,2017,5,19
2017-05-15,,,4903.0,8,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,20.441392450913995,2017,5,20
2017-05-22,,,4658.0,5,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,19.419948202398,2017,5,21
2017-05-29,,,4600.0,8,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,19.17813691091258,2017,5,22
2017-06-05,,,7342.0,12,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,30.609974173895687,2017,6,23
2017-06-12,,,11285.0,19,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,47.048972834706184,2017,6,24
2017-06-19,,,11363.0,21,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,47.3741673301521,2017,6,25
2017-06-26,,,6151.0,15,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,25.644504378048538,2017,6,26
2017-04-24,,,4781.0,20,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,19.932754906755008,2017,4,17
2017-05-01,,,10567.0,12,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,44.05551581252462,2017,5,18
2017-05-08,,,5709.0,9,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,23.80173557052172,2017,5,19
2017-05-15,,,5420.0,6,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,22.596848273292647,2017,5,20
2017-05-22,,,4979.0,9,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,20.758248625963855,2017,5,21
2017-05-29,,,4934.0,8,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,20.570636417052754,2017,5,22
2017-06-05,,,7777.0,15,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,32.42355886003633,2017,6,23
2017-06-12,,,36251.0,65,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,151.1362263385852,2017,6,24
2017-06-19,,,59916.0,68,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,249.79940242483437,2017,6,25
2017-06-26,,,38415.0,53,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,160.15828900711017,2017,6,26
2017-07-03,,,4525.0,5,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,18.865449896060746,2017,7,27
2017-07-10,,,1626.0,3,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,6.779054481987794,2017,7,28
2017-07-17,,,860.0,4,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,3.5854777703010474,2017,7,29
2017-07-24,,,896.0,2,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,3.7355675374299286,2017,7,30
2017-07-31,,,121.0,0,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,0.5044683839609614,2017,7,31
2017-04-24,,,4774.0,11,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,19.90357078536884,2017,4,17
2017-05-01,,,10715.0,9,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,44.67255152183224,2017,5,18
2017-05-08,,,5814.0,9,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,24.23949739131429,2017,5,19
2017-05-15,,,5380.0,15,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,22.43008186537167,2017,5,20
2017-05-22,,,4983.0,5,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,20.774925266755954,2017,5,21
2017-05-29,,,4997.0,6,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,20.833293509528296,2017,5,22
2017-06-05,,,7681.0,17,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,32.023319481025986,2017,6,23
2017-06-12,,,35867.0,49,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,149.5352688225438,2017,6,24
2017-06-19,,,59810.0,80,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,249.3574714438438,2017,6,25
2017-06-26,,,38622.0,40,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,161.02130516810124,2017,6,26
2017-07-03,,,4572.0,2,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,19.061400425367893,2017,7,27
2017-07-10,,,1562.0,1,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,6.512228229314228,2017,7,28
2017-07-17,,,891.0,5,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,3.7147217364398064,2017,7,29
2017-07-24,,,860.0,1,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,3.5854777703010474,2017,7,30
2017-07-31,,,105.0,0,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,0.43776182079256976,2017,7,31
2017-04-24,,,4688.0,23,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,19.545023008338735,2017,4,17
2017-05-01,,,10545.0,7,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,43.963794288168074,2017,5,18
2017-05-08,,,5902.0,3,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,24.606383488740445,2017,5,19
2017-05-15,,,5436.0,15,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,22.66355483646104,2017,5,20
2017-05-22,,,4902.0,9,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,20.43722329071597,2017,5,21
2017-05-29,,,5000.0,7,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,20.84580099012237,2017,5,22
2017-06-05,,,7562.0,17,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,31.52718941746107,2017,6,23
2017-06-12,,,36416.0,41,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,151.82413777125925,2017,6,24
2017-06-19,,,59611.0,53,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,248.52780856443692,2017,6,25
2017-06-26,,,38274.0,27,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,159.57043741918872,2017,6,26
2017-07-03,,,4564.0,5,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,19.0280471437837,2017,7,27
2017-07-10,,,1623.0,5,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,6.766547001393721,2017,7,28
2017-07-17,,,885.0,1,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,3.6897067752516595,2017,7,29
2017-07-24,,,862.0,1,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,3.5938160906970964,2017,7,30
2017-07-31,,,100.0,0,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,0.41691601980244736,2017,7,31
2017-04-24,,,4743.0,21,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,19.77432681923008,2017,4,17
2017-05-01,,,10537.0,12,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,43.930441006583884,2017,5,18
2017-05-08,,,5886.0,12,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,24.539676925572053,2017,5,19
2017-05-15,,,5585.0,8,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,23.284759705966685,2017,5,20
2017-05-22,,,4945.0,8,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,20.616497179231022,2017,5,21
2017-05-29,,,5006.0,8,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,20.870815951310515,2017,5,22
2017-06-05,,,7620.0,16,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,31.76900070894649,2017,6,23
2017-06-12,,,35919.0,30,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,149.75206515284108,2017,6,24
2017-06-19,,,60059.0,52,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,250.39559233315188,2017,6,25
2017-06-26,,,38464.0,36,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,160.36257785681337,2017,6,26
2017-07-03,,,4592.0,5,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,19.144783629328384,2017,7,27
2017-07-10,,,1582.0,1,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,6.595611433274717,2017,7,28
2017-07-17,,,857.0,4,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,3.572970289706974,2017,7,29
2017-07-24,,,884.0,1,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,3.6855376150536348,2017,7,30
2017-07-31,,,117.0,0,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,0.4877917431688634,2017,7,31
2017-04-24,,,4034.0,11,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,16.81839223883073,2017,4,17
2017-05-01,,,5387.0,5,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,22.459265986757842,2017,5,18
2017-05-08,,,4554.0,5,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,18.986355541803455,2017,5,19
2017-05-15,,,4601.0,7,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,19.182306071110602,2017,5,20
2017-05-22,,,4188.0,5,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,17.460442909326495,2017,5,21
2017-05-29,,,4280.0,4,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,17.844005647544748,2017,5,22
2017-06-05,,,4220.0,11,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,17.59385603566328,2017,6,23
2017-06-12,,,4087.0,6,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,17.039357729326024,2017,6,24
2017-06-19,,,4192.0,14,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,17.477119550118594,2017,6,25
2017-06-26,,,11950.0,23,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,49.82146436639246,2017,6,26
2017-07-03,,,14326.0,19,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,59.72738899689861,2017,7,27
2017-07-10,,,11954.0,19,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,49.83814100718456,2017,7,28
2017-04-24,,,4264.0,21,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,17.777299084376356,2017,4,17
2017-05-01,,,7421.0,8,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,30.93933782953962,2017,5,18
2017-05-08,,,4782.0,6,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,19.936924066953033,2017,5,19
2017-05-15,,,4730.0,3,0,0,Datacenter,Infrastructure with Intelligence,GB,United Kingdom,Northern Europe,UK & I,Programmatic Buying,Programmatic,Programmatic,Impressions,19.720127736655762,2017,5,20
